College,Graduated,Sector,Dropout,Dropout
De Rooi Pannen,2006,Bovensectoraal,0,262
De Rooi Pannen,2006,Bovensectoraal,1,52
De Rooi Pannen,2006,Creatieve industrie en ICT,0,61
De Rooi Pannen,2006,Creatieve industrie en ICT,1,4
De Rooi Pannen,2006,Handel,0,125
De Rooi Pannen,2006,Handel,1,117
De Rooi Pannen,2006,"Mobiliteit, transport, logistiek, maritiem",0,3
De Rooi Pannen,2006,"Mobiliteit, transport, logistiek, maritiem",1,2
De Rooi Pannen,2006,Techniek en gebouwde omgeving,0,241
De Rooi Pannen,2006,Techniek en gebouwde omgeving,1,59
De Rooi Pannen,2006,"Voedsel, groen en gastvrijheid",0,566
De Rooi Pannen,2006,"Voedsel, groen en gastvrijheid",1,163
De Rooi Pannen,2006,Zakelijke dienstverlening en veiligheid,1,39
De Rooi Pannen,2006,Zakelijke dienstverlening en veiligheid,0,22
De Rooi Pannen,2006,"Zorg, welzijn en sport",0,12
De Rooi Pannen,2006,"Zorg, welzijn en sport",1,9
De Rooi Pannen,2007,Bovensectoraal,0,21
De Rooi Pannen,2007,Bovensectoraal,1,9
De Rooi Pannen,2007,Creatieve industrie en ICT,0,23
De Rooi Pannen,2007,Creatieve industrie en ICT,1,12
De Rooi Pannen,2007,Handel,0,168
De Rooi Pannen,2007,Handel,1,47
De Rooi Pannen,2007,"Mobiliteit, transport, logistiek, maritiem",0,6
De Rooi Pannen,2007,"Voedsel, groen en gastvrijheid",0,745
De Rooi Pannen,2007,"Voedsel, groen en gastvrijheid",1,182
De Rooi Pannen,2007,Zakelijke dienstverlening en veiligheid,0,45
De Rooi Pannen,2007,"Zorg, welzijn en sport",0,7
De Rooi Pannen,2007,"Zorg, welzijn en sport",1,4
De Rooi Pannen,2008,Bovensectoraal,1,7
De Rooi Pannen,2008,Bovensectoraal,0,3
De Rooi Pannen,2008,Creatieve industrie en ICT,0,60
De Rooi Pannen,2008,Creatieve industrie en ICT,1,13
De Rooi Pannen,2008,Handel,0,138
De Rooi Pannen,2008,Handel,1,57
De Rooi Pannen,2008,"Mobiliteit, transport, logistiek, maritiem",0,23
De Rooi Pannen,2008,"Voedsel, groen en gastvrijheid",0,732
De Rooi Pannen,2008,"Voedsel, groen en gastvrijheid",1,198
De Rooi Pannen,2008,Zakelijke dienstverlening en veiligheid,0,45
De Rooi Pannen,2008,Zakelijke dienstverlening en veiligheid,1,12
De Rooi Pannen,2008,"Zorg, welzijn en sport",0,10
De Rooi Pannen,2008,"Zorg, welzijn en sport",1,2
De Rooi Pannen,2009,Bovensectoraal,0,8
De Rooi Pannen,2009,Bovensectoraal,1,8
De Rooi Pannen,2009,Creatieve industrie en ICT,0,52
De Rooi Pannen,2009,Creatieve industrie en ICT,1,9
De Rooi Pannen,2009,Handel,0,160
De Rooi Pannen,2009,Handel,1,18
De Rooi Pannen,2009,"Mobiliteit, transport, logistiek, maritiem",0,20
De Rooi Pannen,2009,"Voedsel, groen en gastvrijheid",0,757
De Rooi Pannen,2009,"Voedsel, groen en gastvrijheid",1,123
De Rooi Pannen,2009,Zakelijke dienstverlening en veiligheid,0,41
De Rooi Pannen,2009,Zakelijke dienstverlening en veiligheid,1,5
De Rooi Pannen,2009,"Zorg, welzijn en sport",0,7
De Rooi Pannen,2009,"Zorg, welzijn en sport",1,1
De Rooi Pannen,2010,Bovensectoraal,0,9
De Rooi Pannen,2010,Bovensectoraal,1,7
De Rooi Pannen,2010,Creatieve industrie en ICT,0,66
De Rooi Pannen,2010,Creatieve industrie en ICT,1,16
De Rooi Pannen,2010,Handel,0,145
De Rooi Pannen,2010,Handel,1,35
De Rooi Pannen,2010,"Mobiliteit, transport, logistiek, maritiem",0,19
De Rooi Pannen,2010,"Voedsel, groen en gastvrijheid",0,875
De Rooi Pannen,2010,"Voedsel, groen en gastvrijheid",1,120
De Rooi Pannen,2010,Zakelijke dienstverlening en veiligheid,0,59
De Rooi Pannen,2010,Zakelijke dienstverlening en veiligheid,1,12
De Rooi Pannen,2010,"Zorg, welzijn en sport",0,11
De Rooi Pannen,2010,"Zorg, welzijn en sport",1,6
De Rooi Pannen,2011,Bovensectoraal,1,10
De Rooi Pannen,2011,Bovensectoraal,0,5
De Rooi Pannen,2011,Creatieve industrie en ICT,0,89
De Rooi Pannen,2011,Creatieve industrie en ICT,1,25
De Rooi Pannen,2011,Handel,0,201
De Rooi Pannen,2011,Handel,1,29
De Rooi Pannen,2011,"Mobiliteit, transport, logistiek, maritiem",0,22
De Rooi Pannen,2011,"Voedsel, groen en gastvrijheid",0,894
De Rooi Pannen,2011,"Voedsel, groen en gastvrijheid",1,111
De Rooi Pannen,2011,Zakelijke dienstverlening en veiligheid,0,93
De Rooi Pannen,2011,Zakelijke dienstverlening en veiligheid,1,13
De Rooi Pannen,2011,"Zorg, welzijn en sport",0,7
De Rooi Pannen,2011,"Zorg, welzijn en sport",1,7
De Rooi Pannen,2012,Bovensectoraal,0,4
De Rooi Pannen,2012,Bovensectoraal,1,4
De Rooi Pannen,2012,Creatieve industrie en ICT,0,75
De Rooi Pannen,2012,Creatieve industrie en ICT,1,13
De Rooi Pannen,2012,Handel,0,129
De Rooi Pannen,2012,Handel,1,29
De Rooi Pannen,2012,"Mobiliteit, transport, logistiek, maritiem",0,21
De Rooi Pannen,2012,"Voedsel, groen en gastvrijheid",0,979
De Rooi Pannen,2012,"Voedsel, groen en gastvrijheid",1,93
De Rooi Pannen,2012,Zakelijke dienstverlening en veiligheid,0,56
De Rooi Pannen,2012,Zakelijke dienstverlening en veiligheid,1,6
De Rooi Pannen,2012,"Zorg, welzijn en sport",0,10
De Rooi Pannen,2012,"Zorg, welzijn en sport",1,6
De Rooi Pannen,2013,Bovensectoraal,0,4
De Rooi Pannen,2013,Bovensectoraal,1,3
De Rooi Pannen,2013,Creatieve industrie en ICT,0,104
De Rooi Pannen,2013,Creatieve industrie en ICT,1,13
De Rooi Pannen,2013,Handel,0,178
De Rooi Pannen,2013,Handel,1,41
De Rooi Pannen,2013,"Mobiliteit, transport, logistiek, maritiem",0,20
De Rooi Pannen,2013,"Mobiliteit, transport, logistiek, maritiem",1,1
De Rooi Pannen,2013,"Voedsel, groen en gastvrijheid",0,947
De Rooi Pannen,2013,"Voedsel, groen en gastvrijheid",1,101
De Rooi Pannen,2013,Zakelijke dienstverlening en veiligheid,0,76
De Rooi Pannen,2013,Zakelijke dienstverlening en veiligheid,1,10
De Rooi Pannen,2013,"Zorg, welzijn en sport",0,23
De Rooi Pannen,2013,"Zorg, welzijn en sport",1,7
De Rooi Pannen,2014,Bovensectoraal,0,14
De Rooi Pannen,2014,Bovensectoraal,1,8
De Rooi Pannen,2014,Creatieve industrie en ICT,0,133
De Rooi Pannen,2014,Creatieve industrie en ICT,1,20
De Rooi Pannen,2014,Handel,0,257
De Rooi Pannen,2014,Handel,1,31
De Rooi Pannen,2014,"Mobiliteit, transport, logistiek, maritiem",0,29
De Rooi Pannen,2014,"Voedsel, groen en gastvrijheid",0,976
De Rooi Pannen,2014,"Voedsel, groen en gastvrijheid",1,138
De Rooi Pannen,2014,Zakelijke dienstverlening en veiligheid,0,125
De Rooi Pannen,2014,Zakelijke dienstverlening en veiligheid,1,7
De Rooi Pannen,2014,"Zorg, welzijn en sport",0,26
De Rooi Pannen,2014,"Zorg, welzijn en sport",1,10
De Rooi Pannen,2015,Bovensectoraal,0,16
De Rooi Pannen,2015,Bovensectoraal,1,15
De Rooi Pannen,2015,Creatieve industrie en ICT,0,131
De Rooi Pannen,2015,Creatieve industrie en ICT,1,30
De Rooi Pannen,2015,Handel,0,239
De Rooi Pannen,2015,Handel,1,56
De Rooi Pannen,2015,"Mobiliteit, transport, logistiek, maritiem",0,21
De Rooi Pannen,2015,"Voedsel, groen en gastvrijheid",0,1135
De Rooi Pannen,2015,"Voedsel, groen en gastvrijheid",1,162
De Rooi Pannen,2015,Zakelijke dienstverlening en veiligheid,0,108
De Rooi Pannen,2015,Zakelijke dienstverlening en veiligheid,1,9
De Rooi Pannen,2015,"Zorg, welzijn en sport",0,50
De Rooi Pannen,2015,"Zorg, welzijn en sport",1,4
Edudelta Onderwijsgroep,2005,Bovensectoraal,0,5
Edudelta Onderwijsgroep,2005,Bovensectoraal,1,5
Edudelta Onderwijsgroep,2005,"Voedsel, groen en gastvrijheid",0,134
Edudelta Onderwijsgroep,2005,"Voedsel, groen en gastvrijheid",1,69
Edudelta Onderwijsgroep,2006,Bovensectoraal,0,16
Edudelta Onderwijsgroep,2006,Bovensectoraal,1,6
Edudelta Onderwijsgroep,2006,"Voedsel, groen en gastvrijheid",0,145
Edudelta Onderwijsgroep,2006,"Voedsel, groen en gastvrijheid",1,64
Edudelta Onderwijsgroep,2007,Bovensectoraal,0,3
Edudelta Onderwijsgroep,2007,Bovensectoraal,1,2
Edudelta Onderwijsgroep,2007,"Voedsel, groen en gastvrijheid",0,169
Edudelta Onderwijsgroep,2007,"Voedsel, groen en gastvrijheid",1,63
Edudelta Onderwijsgroep,2008,Bovensectoraal,0,18
Edudelta Onderwijsgroep,2008,Bovensectoraal,1,5
Edudelta Onderwijsgroep,2008,"Voedsel, groen en gastvrijheid",0,174
Edudelta Onderwijsgroep,2008,"Voedsel, groen en gastvrijheid",1,33
Edudelta Onderwijsgroep,2009,Bovensectoraal,0,16
Edudelta Onderwijsgroep,2009,Bovensectoraal,1,4
Edudelta Onderwijsgroep,2009,Handel,0,2
Edudelta Onderwijsgroep,2009,"Voedsel, groen en gastvrijheid",0,185
Edudelta Onderwijsgroep,2009,"Voedsel, groen en gastvrijheid",1,43
Edudelta Onderwijsgroep,2010,Bovensectoraal,1,15
Edudelta Onderwijsgroep,2010,Bovensectoraal,0,10
Edudelta Onderwijsgroep,2010,Handel,0,1
Edudelta Onderwijsgroep,2010,Handel,1,1
Edudelta Onderwijsgroep,2010,"Voedsel, groen en gastvrijheid",0,186
Edudelta Onderwijsgroep,2010,"Voedsel, groen en gastvrijheid",1,46
Edudelta Onderwijsgroep,2011,Bovensectoraal,1,15
Edudelta Onderwijsgroep,2011,Bovensectoraal,0,1
Edudelta Onderwijsgroep,2011,Handel,0,3
Edudelta Onderwijsgroep,2011,Handel,1,2
Edudelta Onderwijsgroep,2011,"Voedsel, groen en gastvrijheid",0,204
Edudelta Onderwijsgroep,2011,"Voedsel, groen en gastvrijheid",1,50
Edudelta Onderwijsgroep,2012,Bovensectoraal,0,17
Edudelta Onderwijsgroep,2012,Bovensectoraal,1,8
Edudelta Onderwijsgroep,2012,Handel,0,1
Edudelta Onderwijsgroep,2012,Handel,1,1
Edudelta Onderwijsgroep,2012,"Voedsel, groen en gastvrijheid",0,182
Edudelta Onderwijsgroep,2012,"Voedsel, groen en gastvrijheid",1,39
Edudelta Onderwijsgroep,2013,Bovensectoraal,0,28
Edudelta Onderwijsgroep,2013,Bovensectoraal,1,9
Edudelta Onderwijsgroep,2013,"Mobiliteit, transport, logistiek, maritiem",0,3
Edudelta Onderwijsgroep,2013,"Voedsel, groen en gastvrijheid",0,213
Edudelta Onderwijsgroep,2013,"Voedsel, groen en gastvrijheid",1,36
Edudelta Onderwijsgroep,2013,"Zorg, welzijn en sport",0,1
Edudelta Onderwijsgroep,2014,Bovensectoraal,0,14
Edudelta Onderwijsgroep,2014,Bovensectoraal,1,4
Edudelta Onderwijsgroep,2014,Creatieve industrie en ICT,0,1
Edudelta Onderwijsgroep,2014,Handel,0,1
Edudelta Onderwijsgroep,2014,"Mobiliteit, transport, logistiek, maritiem",0,1
Edudelta Onderwijsgroep,2014,"Voedsel, groen en gastvrijheid",0,190
Edudelta Onderwijsgroep,2014,"Voedsel, groen en gastvrijheid",1,32
Edudelta Onderwijsgroep,2014,Zakelijke dienstverlening en veiligheid,1,1
Edudelta Onderwijsgroep,2015,Bovensectoraal,0,9
Edudelta Onderwijsgroep,2015,Bovensectoraal,1,6
Edudelta Onderwijsgroep,2015,Handel,0,1
Edudelta Onderwijsgroep,2015,"Mobiliteit, transport, logistiek, maritiem",0,1
Edudelta Onderwijsgroep,2015,"Voedsel, groen en gastvrijheid",0,249
Edudelta Onderwijsgroep,2015,"Voedsel, groen en gastvrijheid",1,28
Edudelta Onderwijsgroep,2015,"Zorg, welzijn en sport",0,2
Edudelta Onderwijsgroep,2015,"Zorg, welzijn en sport",1,1
Effatha BBO,2006,Bovensectoraal,1,1
Effatha BBO,2006,"Mobiliteit, transport, logistiek, maritiem",0,1
Effatha BBO,2006,Techniek en gebouwde omgeving,0,1
Effatha BBO,2006,Zakelijke dienstverlening en veiligheid,1,3
Effatha BBO,2006,Zakelijke dienstverlening en veiligheid,0,1
Effatha BBO,2007,Bovensectoraal,1,4
Effatha BBO,2007,"Mobiliteit, transport, logistiek, maritiem",0,1
Effatha BBO,2007,Techniek en gebouwde omgeving,0,1
Effatha BBO,2007,Techniek en gebouwde omgeving,1,1
Effatha BBO,2007,Zakelijke dienstverlening en veiligheid,0,3
Effatha BBO,2007,"Zorg, welzijn en sport",0,1
Effatha BBO,2008,Bovensectoraal,0,2
Effatha BBO,2008,Techniek en gebouwde omgeving,0,1
Effatha BBO,2008,Zakelijke dienstverlening en veiligheid,0,1
Effatha BBO,2008,"Zorg, welzijn en sport",0,1
Effatha BBO,2008,"Zorg, welzijn en sport",1,1
Effatha BBO,2009,Bovensectoraal,0,2
Effatha BBO,2009,Bovensectoraal,1,2
Effatha BBO,2009,Techniek en gebouwde omgeving,0,1
Effatha BBO,2009,Zakelijke dienstverlening en veiligheid,0,1
Effatha BBO,2009,"Zorg, welzijn en sport",0,1
Effatha BBO,2010,Bovensectoraal,1,4
Effatha BBO,2010,Bovensectoraal,0,3
Effatha BBO,2010,Techniek en gebouwde omgeving,0,1
Effatha BBO,2010,"Zorg, welzijn en sport",0,2
Effatha BBO,2011,Bovensectoraal,0,3
Effatha BBO,2011,"Mobiliteit, transport, logistiek, maritiem",0,2
Effatha BBO,2011,Techniek en gebouwde omgeving,0,2
Effatha BBO,2011,"Zorg, welzijn en sport",0,1
Effatha BBO,2012,Bovensectoraal,0,4
Effatha BBO,2012,Bovensectoraal,1,2
Effatha BBO,2012,"Mobiliteit, transport, logistiek, maritiem",0,1
Effatha BBO,2012,Techniek en gebouwde omgeving,0,2
Effatha BBO,2012,"Voedsel, groen en gastvrijheid",0,1
Effatha BBO,2012,Zakelijke dienstverlening en veiligheid,0,1
Effatha BBO,2012,"Zorg, welzijn en sport",0,1
Effatha BBO,2012,"Zorg, welzijn en sport",1,1
Effatha BBO,2013,Bovensectoraal,0,1
Effatha BBO,2013,Bovensectoraal,1,1
Effatha BBO,2013,"Zorg, welzijn en sport",1,1
Effatha BBO,2014,Bovensectoraal,1,3
Effatha BBO,2014,Techniek en gebouwde omgeving,0,1
Effatha BBO,2015,Bovensectoraal,1,2
Effatha BBO,2015,Bovensectoraal,0,1
Effatha BBO,2015,"Mobiliteit, transport, logistiek, maritiem",0,1
Effatha BBO,2015,"Mobiliteit, transport, logistiek, maritiem",1,1
Grafisch Lyceum Rotterdam,2005,Creatieve industrie en ICT,0,480
Grafisch Lyceum Rotterdam,2005,Creatieve industrie en ICT,1,245
Grafisch Lyceum Rotterdam,2006,Creatieve industrie en ICT,0,518
Grafisch Lyceum Rotterdam,2006,Creatieve industrie en ICT,1,184
Grafisch Lyceum Rotterdam,2007,Creatieve industrie en ICT,0,529
Grafisch Lyceum Rotterdam,2007,Creatieve industrie en ICT,1,203
Grafisch Lyceum Rotterdam,2008,Creatieve industrie en ICT,0,571
Grafisch Lyceum Rotterdam,2008,Creatieve industrie en ICT,1,167
Grafisch Lyceum Rotterdam,2008,Zakelijke dienstverlening en veiligheid,1,2
Grafisch Lyceum Rotterdam,2009,Bovensectoraal,1,1
Grafisch Lyceum Rotterdam,2009,Creatieve industrie en ICT,0,611
Grafisch Lyceum Rotterdam,2009,Creatieve industrie en ICT,1,161
Grafisch Lyceum Rotterdam,2010,Creatieve industrie en ICT,0,643
Grafisch Lyceum Rotterdam,2010,Creatieve industrie en ICT,1,147
Grafisch Lyceum Rotterdam,2010,Zakelijke dienstverlening en veiligheid,0,12
Grafisch Lyceum Rotterdam,2010,Zakelijke dienstverlening en veiligheid,1,1
Grafisch Lyceum Rotterdam,2011,Creatieve industrie en ICT,0,704
Grafisch Lyceum Rotterdam,2011,Creatieve industrie en ICT,1,139
Grafisch Lyceum Rotterdam,2011,Zakelijke dienstverlening en veiligheid,0,11
Grafisch Lyceum Rotterdam,2012,Bovensectoraal,0,2
Grafisch Lyceum Rotterdam,2012,Creatieve industrie en ICT,0,735
Grafisch Lyceum Rotterdam,2012,Creatieve industrie en ICT,1,105
Grafisch Lyceum Rotterdam,2012,"Voedsel, groen en gastvrijheid",0,1
Grafisch Lyceum Rotterdam,2012,Zakelijke dienstverlening en veiligheid,1,3
Grafisch Lyceum Rotterdam,2012,Zakelijke dienstverlening en veiligheid,0,2
Grafisch Lyceum Rotterdam,2013,Bovensectoraal,1,1
Grafisch Lyceum Rotterdam,2013,Creatieve industrie en ICT,0,792
Grafisch Lyceum Rotterdam,2013,Creatieve industrie en ICT,1,99
Grafisch Lyceum Rotterdam,2013,Handel,0,1
Grafisch Lyceum Rotterdam,2013,Handel,1,1
Grafisch Lyceum Rotterdam,2013,Zakelijke dienstverlening en veiligheid,0,3
Grafisch Lyceum Rotterdam,2013,Zakelijke dienstverlening en veiligheid,1,1
Grafisch Lyceum Rotterdam,2014,Creatieve industrie en ICT,0,917
Grafisch Lyceum Rotterdam,2014,Creatieve industrie en ICT,1,125
Grafisch Lyceum Rotterdam,2014,"Voedsel, groen en gastvrijheid",0,4
Grafisch Lyceum Rotterdam,2014,"Voedsel, groen en gastvrijheid",1,1
Grafisch Lyceum Rotterdam,2014,Zakelijke dienstverlening en veiligheid,0,19
Grafisch Lyceum Rotterdam,2014,Zakelijke dienstverlening en veiligheid,1,3
Grafisch Lyceum Rotterdam,2014,"Zorg, welzijn en sport",0,1
Grafisch Lyceum Rotterdam,2014,"Zorg, welzijn en sport",1,1
Grafisch Lyceum Rotterdam,2015,Creatieve industrie en ICT,0,895
Grafisch Lyceum Rotterdam,2015,Creatieve industrie en ICT,1,217
Grafisch Lyceum Rotterdam,2015,Techniek en gebouwde omgeving,0,1
Grafisch Lyceum Rotterdam,2015,"Voedsel, groen en gastvrijheid",1,3
Grafisch Lyceum Rotterdam,2015,"Voedsel, groen en gastvrijheid",0,2
Grafisch Lyceum Rotterdam,2015,Zakelijke dienstverlening en veiligheid,0,19
Grafisch Lyceum Rotterdam,2015,Zakelijke dienstverlening en veiligheid,1,12
Grafisch Lyceum Rotterdam,2015,"Zorg, welzijn en sport",0,9
Grafisch Lyceum Rotterdam,2015,"Zorg, welzijn en sport",1,3
Grafisch Lyceum Utrecht,2005,Creatieve industrie en ICT,0,203
Grafisch Lyceum Utrecht,2005,Creatieve industrie en ICT,1,147
Grafisch Lyceum Utrecht,2006,Creatieve industrie en ICT,0,248
Grafisch Lyceum Utrecht,2006,Creatieve industrie en ICT,1,102
Grafisch Lyceum Utrecht,2007,Bovensectoraal,1,3
Grafisch Lyceum Utrecht,2007,Creatieve industrie en ICT,0,292
Grafisch Lyceum Utrecht,2007,Creatieve industrie en ICT,1,118
Grafisch Lyceum Utrecht,2008,Bovensectoraal,1,3
Grafisch Lyceum Utrecht,2008,Creatieve industrie en ICT,0,272
Grafisch Lyceum Utrecht,2008,Creatieve industrie en ICT,1,108
Grafisch Lyceum Utrecht,2009,Bovensectoraal,1,3
Grafisch Lyceum Utrecht,2009,Creatieve industrie en ICT,0,358
Grafisch Lyceum Utrecht,2009,Creatieve industrie en ICT,1,68
Grafisch Lyceum Utrecht,2010,Bovensectoraal,1,2
Grafisch Lyceum Utrecht,2010,Creatieve industrie en ICT,0,364
Grafisch Lyceum Utrecht,2010,Creatieve industrie en ICT,1,97
Grafisch Lyceum Utrecht,2011,Creatieve industrie en ICT,0,384
Grafisch Lyceum Utrecht,2011,Creatieve industrie en ICT,1,80
Grafisch Lyceum Utrecht,2012,Creatieve industrie en ICT,0,401
Grafisch Lyceum Utrecht,2012,Creatieve industrie en ICT,1,62
Grafisch Lyceum Utrecht,2013,Creatieve industrie en ICT,0,353
Grafisch Lyceum Utrecht,2013,Creatieve industrie en ICT,1,86
Grafisch Lyceum Utrecht,2013,Handel,1,2
Grafisch Lyceum Utrecht,2013,Handel,0,1
Grafisch Lyceum Utrecht,2013,Zakelijke dienstverlening en veiligheid,0,3
Grafisch Lyceum Utrecht,2013,Zakelijke dienstverlening en veiligheid,1,2
Grafisch Lyceum Utrecht,2014,Creatieve industrie en ICT,0,404
Grafisch Lyceum Utrecht,2014,Creatieve industrie en ICT,1,59
Grafisch Lyceum Utrecht,2014,"Voedsel, groen en gastvrijheid",0,2
Grafisch Lyceum Utrecht,2014,Zakelijke dienstverlening en veiligheid,1,3
Grafisch Lyceum Utrecht,2014,Zakelijke dienstverlening en veiligheid,0,1
Grafisch Lyceum Utrecht,2014,"Zorg, welzijn en sport",0,3
Grafisch Lyceum Utrecht,2015,Creatieve industrie en ICT,0,455
Grafisch Lyceum Utrecht,2015,Creatieve industrie en ICT,1,81
Grafisch Lyceum Utrecht,2015,Zakelijke dienstverlening en veiligheid,0,24
Grafisch Lyceum Utrecht,2015,Zakelijke dienstverlening en veiligheid,1,2
Hanzehogeschool,2006,Zakelijke dienstverlening en veiligheid,0,17
Hanzehogeschool,2006,Zakelijke dienstverlening en veiligheid,1,2
Hanzehogeschool,2006,"Zorg, welzijn en sport",0,22
Hanzehogeschool,2006,"Zorg, welzijn en sport",1,6
Hanzehogeschool,2007,Zakelijke dienstverlening en veiligheid,0,11
Hanzehogeschool,2007,Zakelijke dienstverlening en veiligheid,1,7
Hanzehogeschool,2007,"Zorg, welzijn en sport",0,15
Hanzehogeschool,2007,"Zorg, welzijn en sport",1,13
Hanzehogeschool,2008,Zakelijke dienstverlening en veiligheid,0,14
Hanzehogeschool,2008,Zakelijke dienstverlening en veiligheid,1,3
Hanzehogeschool,2008,"Zorg, welzijn en sport",0,19
Hanzehogeschool,2008,"Zorg, welzijn en sport",1,8
Hanzehogeschool,2009,Zakelijke dienstverlening en veiligheid,1,12
Hanzehogeschool,2009,Zakelijke dienstverlening en veiligheid,0,9
Hanzehogeschool,2009,"Zorg, welzijn en sport",0,23
Hanzehogeschool,2009,"Zorg, welzijn en sport",1,9
Hanzehogeschool,2010,Zakelijke dienstverlening en veiligheid,0,17
Hanzehogeschool,2010,Zakelijke dienstverlening en veiligheid,1,6
Hanzehogeschool,2010,"Zorg, welzijn en sport",0,22
Hanzehogeschool,2010,"Zorg, welzijn en sport",1,5
Hanzehogeschool,2011,Zakelijke dienstverlening en veiligheid,0,16
Hanzehogeschool,2011,Zakelijke dienstverlening en veiligheid,1,1
Hanzehogeschool,2011,"Zorg, welzijn en sport",0,10
Hanzehogeschool,2015,Handel,1,1
Hanzehogeschool,2015,"Voedsel, groen en gastvrijheid",0,1
Helicon Opleidingen,2005,Bovensectoraal,0,263
Helicon Opleidingen,2005,Bovensectoraal,1,107
Helicon Opleidingen,2005,"Mobiliteit, transport, logistiek, maritiem",0,8
Helicon Opleidingen,2005,"Mobiliteit, transport, logistiek, maritiem",1,3
Helicon Opleidingen,2005,"Voedsel, groen en gastvrijheid",0,825
Helicon Opleidingen,2005,"Voedsel, groen en gastvrijheid",1,411
Helicon Opleidingen,2006,Bovensectoraal,0,255
Helicon Opleidingen,2006,Bovensectoraal,1,117
Helicon Opleidingen,2006,"Mobiliteit, transport, logistiek, maritiem",0,8
Helicon Opleidingen,2006,"Mobiliteit, transport, logistiek, maritiem",1,2
Helicon Opleidingen,2006,"Voedsel, groen en gastvrijheid",0,1053
Helicon Opleidingen,2006,"Voedsel, groen en gastvrijheid",1,318
Helicon Opleidingen,2007,Bovensectoraal,0,327
Helicon Opleidingen,2007,Bovensectoraal,1,120
Helicon Opleidingen,2007,"Mobiliteit, transport, logistiek, maritiem",0,10
Helicon Opleidingen,2007,"Voedsel, groen en gastvrijheid",0,1008
Helicon Opleidingen,2007,"Voedsel, groen en gastvrijheid",1,330
Helicon Opleidingen,2008,Bovensectoraal,0,295
Helicon Opleidingen,2008,Bovensectoraal,1,107
Helicon Opleidingen,2008,Handel,1,8
Helicon Opleidingen,2008,Handel,0,1
Helicon Opleidingen,2008,"Voedsel, groen en gastvrijheid",0,985
